,company,r,p-value
0,3008,0.17309647724122273,0.03602717721091456
1,4958,-0.06574834065078863,0.4288228195112003
2,2317,-0.10230506294033131,0.2175638092562053
3,3673,-0.026302902866091056,0.7518218497540708
4,3019,0.02540863160286357,0.7599985259739951
5,2881,-0.038194645739446476,0.646018867279496
6,2330,-0.05877454268222095,0.4794846431508361
7,2002,-0.02123354346746126,0.7985114322973347
8,2412,0.03302063604906762,0.6913346589637847
